dataset,method,measure,discovery
EWAS41,CAMT,probe.type,69
EWAS41,FDRreg,sd.b,95
EWAS41,FDRreg,sd.m,96
EWAS41,FDRreg,mean,96
EWAS41,FDRreg,mad,95
EWAS41,FDRreg,dip,98
EWAS41,FDRreg,precision,96
EWAS41,FDRreg,direction,95
EWAS41,FDRreg,refgene.pos,95
EWAS41,FDRreg,cpg.loc,95
EWAS41,FDRreg,chr,95
EWAS41,FDRreg,dhs,95
EWAS41,FDRreg,probe.type,95
EWAS41,AdaPT,sd.b,106
EWAS41,AdaPT,sd.m,84
EWAS41,AdaPT,mean,184
EWAS41,AdaPT,mad,101
EWAS41,AdaPT,dip,132
EWAS41,AdaPT,precision,48
EWAS41,AdaPT,direction,143
EWAS41,AdaPT,refgene.pos,131
EWAS41,AdaPT,cpg.loc,134
EWAS41,AdaPT,chr,33
EWAS41,AdaPT,dhs,121
EWAS41,AdaPT,probe.type,0
EWAS41,BL,sd.b,90
EWAS41,BL,sd.m,90
EWAS41,BL,mean,90
EWAS41,BL,mad,90
EWAS41,BL,dip,103
EWAS41,BL,precision,90
EWAS41,BL,direction,90
EWAS41,BL,refgene.pos,90
EWAS41,BL,cpg.loc,90
EWAS41,BL,chr,90
EWAS41,BL,dhs,90
EWAS41,BL,probe.type,90
EWAS42,IHW,sd.b,82
EWAS42,IHW,sd.m,59
EWAS42,IHW,mean,103
EWAS42,IHW,mad,77
EWAS42,IHW,dip,64
EWAS42,IHW,precision,77
EWAS42,IHW,refgene.pos,83
EWAS42,IHW,cpg.loc,78
EWAS42,IHW,chr,84
EWAS42,IHW,dhs,80
EWAS42,IHW,probe.type,76
EWAS42,CAMT,sd.b,69
EWAS42,CAMT,sd.m,104
EWAS42,CAMT,mean,169
EWAS42,CAMT,mad,91
EWAS42,CAMT,dip,73
EWAS42,CAMT,precision,101
EWAS42,CAMT,refgene.pos,88
EWAS42,CAMT,cpg.loc,88
EWAS42,CAMT,chr,115
EWAS42,CAMT,dhs,68
EWAS42,CAMT,probe.type,71
EWAS42,FDRreg,sd.b,69
EWAS42,FDRreg,sd.m,69
EWAS42,FDRreg,mean,70
EWAS42,FDRreg,mad,69
EWAS42,FDRreg,dip,69
EWAS42,FDRreg,precision,69
EWAS42,FDRreg,refgene.pos,69
EWAS42,FDRreg,cpg.loc,69
EWAS42,FDRreg,chr,69
EWAS42,FDRreg,dhs,69
EWAS42,FDRreg,probe.type,69
EWAS42,AdaPT,sd.b,0
EWAS42,AdaPT,sd.m,0
EWAS42,AdaPT,mean,107
EWAS42,AdaPT,mad,0
EWAS42,AdaPT,dip,0
EWAS42,AdaPT,precision,0
EWAS42,AdaPT,refgene.pos,0
EWAS42,AdaPT,cpg.loc,0
EWAS42,AdaPT,chr,43
EWAS42,AdaPT,dhs,29
EWAS42,AdaPT,probe.type,0
EWAS42,BL,sd.b,94
EWAS42,BL,sd.m,91
EWAS42,BL,mean,90
EWAS42,BL,mad,92
EWAS42,BL,dip,90
EWAS42,BL,precision,89
EWAS42,BL,refgene.pos,90
EWAS42,BL,cpg.loc,89
EWAS42,BL,chr,88
EWAS42,BL,dhs,93
EWAS42,BL,probe.type,89
EWAS43,IHW,sd.b,5404
EWAS43,IHW,sd.m,5175
EWAS43,IHW,mean,4954
EWAS43,IHW,mad,4622
EWAS43,IHW,dip,3998
EWAS43,IHW,precision,5362
EWAS43,IHW,direction,3958
EWAS43,IHW,refgene.pos,4160
EWAS43,IHW,cpg.loc,4332
EWAS43,IHW,chr,3954
EWAS43,IHW,dhs,4006
EWAS43,IHW,probe.type,4100
EWAS43,CAMT,sd.b,6641
EWAS43,CAMT,sd.m,6433
EWAS43,CAMT,mean,6209
EWAS43,CAMT,mad,6055
EWAS43,CAMT,dip,4648
EWAS43,CAMT,precision,6901
EWAS43,CAMT,direction,4542
EWAS43,CAMT,refgene.pos,5081
EWAS43,CAMT,cpg.loc,4968
EWAS43,CAMT,chr,4446
EWAS43,CAMT,dhs,4864
EWAS43,CAMT,probe.type,4483
EWAS43,FDRreg,sd.b,4599
EWAS43,FDRreg,sd.m,4572
EWAS43,FDRreg,mean,4548
EWAS43,FDRreg,mad,4524
EWAS43,FDRreg,dip,4460
EWAS43,FDRreg,precision,4594
EWAS43,FDRreg,direction,4454
EWAS43,FDRreg,refgene.pos,4473
EWAS43,FDRreg,cpg.loc,4488
EWAS43,FDRreg,chr,4454
EWAS43,FDRreg,dhs,4459
EWAS43,FDRreg,probe.type,4465
EWAS43,AdaPT,sd.b,6421
EWAS43,AdaPT,sd.m,5973
EWAS43,AdaPT,mean,5827
EWAS43,AdaPT,mad,5303
EWAS43,AdaPT,dip,4142
EWAS43,AdaPT,precision,6301
EWAS43,AdaPT,direction,4163
EWAS43,AdaPT,refgene.pos,4616
EWAS43,AdaPT,cpg.loc,4571
EWAS43,AdaPT,chr,4303
EWAS43,AdaPT,dhs,4693
EWAS43,AdaPT,probe.type,4271
EWAS43,BL,sd.b,4874
EWAS43,BL,sd.m,4803
EWAS43,BL,mean,4799
EWAS43,BL,mad,4715
EWAS43,BL,dip,4579
EWAS43,BL,precision,4856
EWAS43,BL,direction,4593
EWAS43,BL,refgene.pos,4630
EWAS43,BL,cpg.loc,4638
EWAS43,BL,chr,4565
EWAS43,BL,dhs,4574
EWAS43,BL,probe.type,4609
EWAS44,IHW,sd.b,0
EWAS44,IHW,sd.m,0
EWAS44,IHW,mean,0
EWAS44,IHW,mad,0
EWAS44,IHW,dip,0
EWAS44,IHW,precision,0
EWAS44,IHW,direction,0
EWAS44,IHW,refgene.pos,0
EWAS44,IHW,cpg.loc,0
EWAS44,IHW,chr,0
EWAS44,IHW,dhs,0
EWAS44,IHW,probe.type,0
EWAS44,CAMT,sd.b,0
EWAS44,CAMT,sd.m,0
EWAS44,CAMT,mean,0
EWAS44,CAMT,mad,0
EWAS44,CAMT,dip,0
EWAS44,CAMT,precision,0
EWAS44,CAMT,direction,0
EWAS44,CAMT,refgene.pos,0
EWAS44,CAMT,cpg.loc,0
EWAS44,CAMT,chr,0
EWAS44,CAMT,dhs,0
EWAS44,CAMT,probe.type,0
EWAS44,FDRreg,sd.b,0
EWAS44,FDRreg,sd.m,0
EWAS44,FDRreg,mean,0
EWAS44,FDRreg,mad,0
EWAS44,FDRreg,dip,0
EWAS44,FDRreg,precision,0
EWAS44,FDRreg,direction,0
EWAS44,FDRreg,refgene.pos,0
EWAS44,FDRreg,cpg.loc,0
EWAS44,FDRreg,chr,0
EWAS44,FDRreg,dhs,0
EWAS44,FDRreg,probe.type,0
EWAS44,AdaPT,sd.b,0
EWAS44,AdaPT,sd.m,0
EWAS44,AdaPT,mean,0
EWAS44,AdaPT,mad,0
EWAS44,AdaPT,dip,0
EWAS44,AdaPT,precision,0
EWAS44,AdaPT,direction,0
EWAS44,AdaPT,refgene.pos,0
EWAS44,AdaPT,cpg.loc,0
EWAS44,AdaPT,chr,0
EWAS44,AdaPT,dhs,0
EWAS44,AdaPT,probe.type,0
EWAS44,BL,sd.b,0
EWAS44,BL,sd.m,0
EWAS44,BL,mean,0
EWAS44,BL,mad,0
EWAS44,BL,dip,0
EWAS44,BL,precision,0
EWAS44,BL,direction,0
EWAS44,BL,refgene.pos,0
EWAS44,BL,cpg.loc,0
EWAS44,BL,chr,0
EWAS44,BL,dhs,0
EWAS44,BL,probe.type,0
EWAS45,IHW,sd.b,756
EWAS45,IHW,sd.m,395
EWAS45,IHW,mean,963
EWAS45,IHW,mad,781
EWAS45,IHW,dip,369
EWAS45,IHW,precision,613
EWAS45,IHW,icc.m,805
EWAS45,IHW,icc.b,779
EWAS45,IHW,direction,392
EWAS45,IHW,refgene.pos,353
EWAS45,IHW,cpg.loc,346
EWAS45,IHW,chr,391
EWAS45,IHW,dhs,413
EWAS45,IHW,probe.type,390
EWAS45,CAMT,sd.b,756
EWAS45,CAMT,sd.m,510
EWAS45,CAMT,mean,1305
EWAS45,CAMT,mad,930
EWAS45,CAMT,dip,395
EWAS45,CAMT,precision,708
EWAS45,CAMT,icc.m,1208
EWAS45,CAMT,icc.b,1216
EWAS45,CAMT,direction,411
EWAS45,CAMT,refgene.pos,403
EWAS45,CAMT,cpg.loc,434
EWAS45,CAMT,chr,441
EWAS45,CAMT,dhs,462
EWAS45,CAMT,probe.type,417
EWAS45,FDRreg,sd.b,426
EWAS45,FDRreg,sd.m,418
EWAS45,FDRreg,mean,433
EWAS45,FDRreg,mad,427
EWAS45,FDRreg,dip,417
EWAS45,FDRreg,precision,423
EWAS45,FDRreg,icc.m,443
EWAS45,FDRreg,icc.b,439
EWAS45,FDRreg,direction,417
EWAS45,FDRreg,refgene.pos,417
EWAS45,FDRreg,cpg.loc,417
EWAS45,FDRreg,chr,417
EWAS45,FDRreg,dhs,417
EWAS45,FDRreg,probe.type,417
EWAS45,AdaPT,sd.b,937
EWAS45,AdaPT,sd.m,293
EWAS45,AdaPT,mean,1071
EWAS45,AdaPT,mad,883
EWAS45,AdaPT,dip,389
EWAS45,AdaPT,precision,524
EWAS45,AdaPT,icc.m,1181
EWAS45,AdaPT,icc.b,1148
EWAS45,AdaPT,direction,398
EWAS45,AdaPT,refgene.pos,441
EWAS45,AdaPT,cpg.loc,312
EWAS45,AdaPT,chr,231
EWAS45,AdaPT,dhs,188
EWAS45,AdaPT,probe.type,521
EWAS45,BL,sd.b,467
EWAS45,BL,sd.m,427
EWAS45,BL,mean,493
EWAS45,BL,mad,478
EWAS45,BL,dip,426
EWAS45,BL,precision,440
EWAS45,BL,icc.m,469
EWAS45,BL,icc.b,468
EWAS45,BL,direction,425
EWAS45,BL,refgene.pos,424
EWAS45,BL,cpg.loc,426
EWAS45,BL,chr,426
EWAS45,BL,dhs,425
EWAS45,BL,probe.type,425
EWAS46,IHW,sd.b,2
EWAS46,IHW,sd.m,2
EWAS46,IHW,mean,2
EWAS46,IHW,mad,2
EWAS46,IHW,dip,2
EWAS46,IHW,precision,2
EWAS46,IHW,refgene.pos,2
EWAS46,IHW,cpg.loc,2
EWAS46,IHW,chr,2
EWAS46,IHW,dhs,2
EWAS46,IHW,probe.type,2
EWAS46,CAMT,sd.b,0
EWAS46,CAMT,sd.m,1
EWAS46,CAMT,mean,0
EWAS46,CAMT,mad,0
EWAS46,CAMT,dip,0
EWAS46,CAMT,precision,0
EWAS46,CAMT,refgene.pos,2
EWAS46,CAMT,cpg.loc,0
EWAS46,CAMT,chr,2
EWAS46,CAMT,dhs,2
EWAS46,CAMT,probe.type,2
EWAS46,FDRreg,sd.b,0
EWAS46,FDRreg,sd.m,0
EWAS46,FDRreg,mean,0
EWAS46,FDRreg,mad,0
EWAS46,FDRreg,dip,0
EWAS46,FDRreg,precision,0
EWAS46,FDRreg,refgene.pos,0
EWAS46,FDRreg,cpg.loc,0
EWAS46,FDRreg,chr,0
EWAS46,FDRreg,dhs,0
EWAS46,FDRreg,probe.type,0
EWAS46,AdaPT,sd.b,0
EWAS46,AdaPT,sd.m,0
EWAS46,AdaPT,mean,0
EWAS46,AdaPT,mad,0
EWAS46,AdaPT,dip,0
EWAS46,AdaPT,precision,0
EWAS46,AdaPT,refgene.pos,0
EWAS46,AdaPT,cpg.loc,0
EWAS46,AdaPT,chr,0
EWAS46,AdaPT,dhs,0
EWAS46,AdaPT,probe.type,0
EWAS46,BL,sd.b,2
EWAS46,BL,sd.m,2
EWAS46,BL,mean,2
EWAS46,BL,mad,2
EWAS46,BL,dip,2
EWAS46,BL,precision,2
EWAS46,BL,refgene.pos,2
EWAS46,BL,cpg.loc,2
EWAS46,BL,chr,2
EWAS46,BL,dhs,2
EWAS46,BL,probe.type,2
EWAS47,IHW,sd.b,32
EWAS47,IHW,sd.m,17
EWAS47,IHW,mean,28
EWAS47,IHW,mad,29
EWAS47,IHW,dip,16
EWAS47,IHW,precision,35
EWAS47,IHW,direction,19
EWAS47,IHW,refgene.pos,15
EWAS47,IHW,cpg.loc,16
EWAS47,IHW,chr,16
EWAS47,IHW,dhs,18
EWAS47,IHW,probe.type,20
EWAS47,CAMT,sd.b,76
EWAS47,CAMT,sd.m,26
EWAS47,CAMT,mean,62
EWAS47,CAMT,mad,57
EWAS47,CAMT,dip,21
EWAS47,CAMT,precision,63
EWAS47,CAMT,direction,16
EWAS47,CAMT,refgene.pos,21
EWAS47,CAMT,cpg.loc,21
EWAS47,CAMT,chr,17
EWAS47,CAMT,dhs,16
EWAS47,CAMT,probe.type,22
EWAS47,FDRreg,sd.b,23
EWAS47,FDRreg,sd.m,23
EWAS47,FDRreg,mean,23
EWAS47,FDRreg,mad,23
EWAS47,FDRreg,dip,22
EWAS47,FDRreg,precision,23
EWAS47,FDRreg,direction,22
EWAS47,FDRreg,refgene.pos,22
EWAS47,FDRreg,cpg.loc,22
EWAS47,FDRreg,chr,22
EWAS47,FDRreg,dhs,22
EWAS47,FDRreg,probe.type,22
EWAS47,AdaPT,sd.b,172
EWAS47,AdaPT,sd.m,0
EWAS47,AdaPT,mean,87
EWAS47,AdaPT,mad,184
EWAS47,AdaPT,dip,0
EWAS47,AdaPT,precision,0
EWAS47,AdaPT,direction,0
EWAS47,AdaPT,refgene.pos,0
EWAS47,AdaPT,cpg.loc,61
EWAS47,AdaPT,chr,82
EWAS47,AdaPT,dhs,0
EWAS47,AdaPT,probe.type,0
EWAS47,BL,sd.b,19
EWAS47,BL,sd.m,19
EWAS47,BL,mean,19
EWAS47,BL,mad,19
EWAS47,BL,dip,16
EWAS47,BL,precision,19
EWAS47,BL,direction,16
EWAS47,BL,refgene.pos,16
EWAS47,BL,cpg.loc,16
EWAS47,BL,chr,16
EWAS47,BL,dhs,16
EWAS47,BL,probe.type,16
EWAS48,IHW,sd.b,0
EWAS48,IHW,sd.m,1
EWAS48,IHW,mean,1
EWAS48,IHW,mad,6
EWAS48,IHW,dip,4
EWAS48,IHW,precision,1
EWAS48,IHW,direction,1
EWAS48,IHW,refgene.pos,1
EWAS48,IHW,cpg.loc,1
EWAS48,IHW,chr,1
EWAS48,IHW,dhs,1
EWAS48,IHW,probe.type,1
EWAS48,CAMT,sd.b,8
EWAS48,CAMT,sd.m,1
EWAS48,CAMT,mean,7
EWAS48,CAMT,mad,25
EWAS48,CAMT,dip,10
EWAS48,CAMT,precision,1
EWAS48,CAMT,direction,1
EWAS48,CAMT,refgene.pos,1
EWAS48,CAMT,cpg.loc,0
EWAS48,CAMT,chr,2
EWAS48,CAMT,dhs,1
EWAS48,CAMT,probe.type,1
EWAS48,FDRreg,sd.b,1
EWAS48,FDRreg,sd.m,1
EWAS48,FDRreg,mean,1
EWAS48,FDRreg,mad,1
EWAS48,FDRreg,dip,1
EWAS48,FDRreg,precision,1
EWAS48,FDRreg,direction,1
EWAS48,FDRreg,refgene.pos,1
EWAS48,FDRreg,cpg.loc,1
EWAS48,FDRreg,chr,1
EWAS48,FDRreg,dhs,1
EWAS48,FDRreg,probe.type,1
EWAS48,AdaPT,sd.b,0
EWAS48,AdaPT,sd.m,0
EWAS48,AdaPT,mean,0
EWAS48,AdaPT,mad,0
EWAS48,AdaPT,dip,0
EWAS48,AdaPT,precision,0
EWAS48,AdaPT,direction,0
EWAS48,AdaPT,refgene.pos,0
EWAS48,AdaPT,cpg.loc,0
EWAS48,AdaPT,chr,0
EWAS48,AdaPT,dhs,0
EWAS48,AdaPT,probe.type,0
EWAS48,BL,sd.b,1
EWAS48,BL,sd.m,1
EWAS48,BL,mean,1
EWAS48,BL,mad,1
EWAS48,BL,dip,1
EWAS48,BL,precision,1
EWAS48,BL,direction,1
EWAS48,BL,refgene.pos,1
EWAS48,BL,cpg.loc,1
EWAS48,BL,chr,1
EWAS48,BL,dhs,1
EWAS48,BL,probe.type,1
EWAS49,IHW,sd.b,10
EWAS49,IHW,sd.m,10
EWAS49,IHW,mean,15
EWAS49,IHW,mad,10
EWAS49,IHW,dip,11
EWAS49,IHW,precision,10
EWAS49,IHW,direction,16
EWAS49,IHW,refgene.pos,13
EWAS49,IHW,cpg.loc,10
EWAS49,IHW,chr,15
EWAS49,IHW,dhs,15
EWAS49,IHW,probe.type,7
EWAS49,CAMT,sd.b,16
EWAS49,CAMT,sd.m,14
EWAS49,CAMT,mean,23
EWAS49,CAMT,mad,16
EWAS49,CAMT,dip,15
EWAS49,CAMT,precision,14
EWAS49,CAMT,direction,16
EWAS49,CAMT,refgene.pos,17
EWAS49,CAMT,cpg.loc,12
EWAS49,CAMT,chr,10
EWAS49,CAMT,dhs,15
EWAS49,CAMT,probe.type,12
EWAS49,FDRreg,sd.b,12
EWAS49,FDRreg,sd.m,11
EWAS49,FDRreg,mean,12
EWAS49,FDRreg,mad,12
EWAS49,FDRreg,dip,12
EWAS49,FDRreg,precision,12
EWAS49,FDRreg,direction,12
EWAS49,FDRreg,refgene.pos,12
EWAS49,FDRreg,cpg.loc,12
EWAS49,FDRreg,chr,11
EWAS49,FDRreg,dhs,12
EWAS49,FDRreg,probe.type,11
EWAS49,AdaPT,sd.b,0
EWAS49,AdaPT,sd.m,0
EWAS49,AdaPT,mean,0
EWAS49,AdaPT,mad,0
EWAS49,AdaPT,dip,0
EWAS49,AdaPT,precision,0
EWAS49,AdaPT,direction,0
EWAS49,AdaPT,refgene.pos,0
EWAS49,AdaPT,cpg.loc,0
EWAS49,AdaPT,chr,0
EWAS49,AdaPT,dhs,0
EWAS49,AdaPT,probe.type,0
EWAS49,BL,sd.b,15
EWAS49,BL,sd.m,15
EWAS49,BL,mean,15
EWAS49,BL,mad,15
EWAS49,BL,dip,15
EWAS49,BL,precision,15
EWAS49,BL,direction,15
EWAS49,BL,refgene.pos,15
EWAS49,BL,cpg.loc,15
EWAS49,BL,chr,15
EWAS49,BL,dhs,15
EWAS49,BL,probe.type,15
EWAS50,IHW,sd.b,35034
EWAS50,IHW,sd.m,32539
EWAS50,IHW,mean,35628
EWAS50,IHW,mad,36138
EWAS50,IHW,dip,31694
EWAS50,IHW,precision,33621
EWAS50,IHW,direction,32021
EWAS50,IHW,refgene.pos,32162
EWAS50,IHW,cpg.loc,32478
EWAS50,IHW,chr,31658
EWAS50,IHW,dhs,31714
EWAS50,IHW,probe.type,31903
EWAS50,CAMT,sd.b,42477
EWAS50,CAMT,sd.m,37754
EWAS50,CAMT,mean,43433
EWAS50,CAMT,mad,44233
EWAS50,CAMT,dip,35860
EWAS50,CAMT,precision,39265
EWAS50,CAMT,direction,36523
EWAS50,CAMT,refgene.pos,37009
EWAS50,CAMT,cpg.loc,37341
EWAS50,CAMT,chr,35788
EWAS50,CAMT,dhs,35844
EWAS50,CAMT,probe.type,36601
EWAS50,FDRreg,sd.b,36130
EWAS50,FDRreg,sd.m,34714
EWAS50,FDRreg,mean,36306
EWAS50,FDRreg,mad,36638
EWAS50,FDRreg,dip,34366
EWAS50,FDRreg,precision,35197
EWAS50,FDRreg,direction,34431
EWAS50,FDRreg,refgene.pos,34508
EWAS50,FDRreg,cpg.loc,34621
EWAS50,FDRreg,chr,34350
EWAS50,FDRreg,dhs,34344
EWAS50,FDRreg,probe.type,34418
EWAS50,AdaPT,sd.b,41587
EWAS50,AdaPT,sd.m,37327
EWAS50,AdaPT,mean,42774
EWAS50,AdaPT,mad,43628
EWAS50,AdaPT,dip,35866
EWAS50,AdaPT,precision,38708
EWAS50,AdaPT,direction,36442
EWAS50,AdaPT,refgene.pos,36811
EWAS50,AdaPT,cpg.loc,37022
EWAS50,AdaPT,chr,35730
EWAS50,AdaPT,dhs,35796
EWAS50,AdaPT,probe.type,36489
EWAS50,BL,sd.b,37786
EWAS50,BL,sd.m,36084
EWAS50,BL,mean,38212
EWAS50,BL,mad,38511
EWAS50,BL,dip,35642
EWAS50,BL,precision,36583
EWAS50,BL,direction,35793
EWAS50,BL,refgene.pos,35913
EWAS50,BL,cpg.loc,36044
EWAS50,BL,chr,35611
EWAS50,BL,dhs,35628
EWAS50,BL,probe.type,35817
EWAS51,IHW,sd.b,1119
EWAS51,IHW,sd.m,733
EWAS51,IHW,mean,1528
EWAS51,IHW,mad,1529
EWAS51,IHW,dip,725
EWAS51,IHW,precision,845
EWAS51,IHW,direction,718
EWAS51,IHW,refgene.pos,738
EWAS51,IHW,cpg.loc,749
EWAS51,IHW,chr,725
EWAS51,IHW,dhs,719
EWAS51,IHW,probe.type,725
EWAS51,CAMT,sd.b,1849
EWAS51,CAMT,sd.m,1090
EWAS51,CAMT,mean,2192
EWAS51,CAMT,mad,2490
EWAS51,CAMT,dip,927
EWAS51,CAMT,precision,1230
EWAS51,CAMT,direction,1041
EWAS51,CAMT,refgene.pos,849
EWAS51,CAMT,cpg.loc,1067
EWAS51,CAMT,chr,1011
EWAS51,CAMT,dhs,949
EWAS51,CAMT,probe.type,1062
EWAS51,FDRreg,sd.b,813
EWAS51,FDRreg,sd.m,789
EWAS51,FDRreg,mean,834
EWAS51,FDRreg,mad,838
EWAS51,FDRreg,dip,789
EWAS51,FDRreg,precision,798
EWAS51,FDRreg,direction,789
EWAS51,FDRreg,refgene.pos,790
EWAS51,FDRreg,cpg.loc,791
EWAS51,FDRreg,chr,788
EWAS51,FDRreg,dhs,788
EWAS51,FDRreg,probe.type,789
EWAS51,AdaPT,sd.b,1481
EWAS51,AdaPT,sd.m,814
EWAS51,AdaPT,mean,2185
EWAS51,AdaPT,mad,2351
EWAS51,AdaPT,dip,741
EWAS51,AdaPT,precision,1160
EWAS51,AdaPT,direction,810
EWAS51,AdaPT,refgene.pos,529
EWAS51,AdaPT,cpg.loc,851
EWAS51,AdaPT,chr,541
EWAS51,AdaPT,dhs,991
EWAS51,AdaPT,probe.type,933
EWAS51,BL,sd.b,916
EWAS51,BL,sd.m,856
EWAS51,BL,mean,983
EWAS51,BL,mad,991
EWAS51,BL,dip,857
EWAS51,BL,precision,863
EWAS51,BL,direction,848
EWAS51,BL,refgene.pos,861
EWAS51,BL,cpg.loc,860
EWAS51,BL,chr,852
EWAS51,BL,dhs,855
EWAS51,BL,probe.type,852
EWAS52,IHW,sd.b,0
EWAS52,IHW,sd.m,0
EWAS52,IHW,mean,0
EWAS52,IHW,mad,0
EWAS52,IHW,dip,0
EWAS52,IHW,precision,0
EWAS52,IHW,direction,0
EWAS52,IHW,refgene.pos,0
EWAS52,IHW,cpg.loc,0
EWAS52,IHW,chr,0
EWAS52,IHW,dhs,0
EWAS52,IHW,probe.type,0
EWAS52,CAMT,sd.b,0
EWAS52,CAMT,sd.m,0
EWAS52,CAMT,mean,1
EWAS52,CAMT,mad,0
EWAS52,CAMT,dip,0
EWAS52,CAMT,precision,0
EWAS52,CAMT,direction,1
EWAS52,CAMT,refgene.pos,1
EWAS52,CAMT,cpg.loc,0
EWAS52,CAMT,chr,1
EWAS52,CAMT,dhs,0
EWAS52,CAMT,probe.type,0
EWAS52,FDRreg,sd.b,0
EWAS52,FDRreg,sd.m,0
EWAS52,FDRreg,mean,0
EWAS52,FDRreg,mad,0
EWAS52,FDRreg,dip,0
EWAS52,FDRreg,precision,0
EWAS52,FDRreg,direction,0
EWAS52,FDRreg,refgene.pos,0
EWAS52,FDRreg,cpg.loc,0
EWAS52,FDRreg,chr,0
EWAS52,FDRreg,dhs,0
EWAS52,FDRreg,probe.type,0
EWAS52,AdaPT,sd.b,0
EWAS52,AdaPT,sd.m,0
EWAS52,AdaPT,mean,0
EWAS52,AdaPT,mad,0
EWAS52,AdaPT,dip,0
EWAS52,AdaPT,precision,0
EWAS52,AdaPT,direction,0
EWAS52,AdaPT,refgene.pos,0
EWAS52,AdaPT,cpg.loc,0
EWAS52,AdaPT,chr,0
EWAS52,AdaPT,dhs,0
EWAS52,AdaPT,probe.type,0
EWAS52,BL,sd.b,0
EWAS52,BL,sd.m,0
EWAS52,BL,mean,0
EWAS52,BL,mad,0
EWAS52,BL,dip,0
EWAS52,BL,precision,0
EWAS52,BL,direction,0
EWAS52,BL,refgene.pos,0
EWAS52,BL,cpg.loc,0
EWAS52,BL,chr,0
EWAS52,BL,dhs,0
EWAS52,BL,probe.type,0
EWAS53,IHW,sd.b,0
EWAS53,IHW,sd.m,0
EWAS53,IHW,mean,0
EWAS53,IHW,mad,0
EWAS53,IHW,dip,0
EWAS53,IHW,precision,0
EWAS53,IHW,direction,0
EWAS53,IHW,refgene.pos,0
EWAS53,IHW,cpg.loc,0
EWAS53,IHW,chr,0
EWAS53,IHW,dhs,0
EWAS53,IHW,probe.type,0
EWAS53,CAMT,sd.b,0
EWAS53,CAMT,sd.m,0
EWAS53,CAMT,mean,0
EWAS53,CAMT,mad,0
EWAS53,CAMT,dip,0
EWAS53,CAMT,precision,0
EWAS53,CAMT,direction,0
EWAS53,CAMT,refgene.pos,0
EWAS53,CAMT,cpg.loc,0
EWAS53,CAMT,chr,0
EWAS53,CAMT,dhs,0
EWAS53,CAMT,probe.type,0
EWAS53,FDRreg,sd.b,0
EWAS53,FDRreg,sd.m,0
EWAS53,FDRreg,mean,0
EWAS53,FDRreg,mad,0
EWAS53,FDRreg,dip,0
EWAS53,FDRreg,precision,0
EWAS53,FDRreg,direction,0
EWAS53,FDRreg,refgene.pos,0
EWAS53,FDRreg,cpg.loc,0
EWAS53,FDRreg,chr,0
EWAS53,FDRreg,dhs,0
EWAS53,FDRreg,probe.type,0
EWAS53,AdaPT,sd.b,0
EWAS53,AdaPT,sd.m,0
EWAS53,AdaPT,mean,0
EWAS53,AdaPT,mad,0
EWAS53,AdaPT,dip,0
EWAS53,AdaPT,precision,0
EWAS53,AdaPT,direction,0
EWAS53,AdaPT,refgene.pos,0
EWAS53,AdaPT,cpg.loc,0
EWAS53,AdaPT,chr,0
EWAS53,AdaPT,dhs,0
EWAS53,AdaPT,probe.type,0
EWAS53,BL,sd.b,0
EWAS53,BL,sd.m,0
EWAS53,BL,mean,0
EWAS53,BL,mad,0
EWAS53,BL,dip,0
EWAS53,BL,precision,0
EWAS53,BL,direction,0
EWAS53,BL,refgene.pos,0
EWAS53,BL,cpg.loc,0
EWAS53,BL,chr,0
EWAS53,BL,dhs,0
EWAS53,BL,probe.type,0
EWAS54,IHW,sd.b,35
EWAS54,IHW,sd.m,40
EWAS54,IHW,mean,38
EWAS54,IHW,mad,26
EWAS54,IHW,dip,32
EWAS54,IHW,precision,30
EWAS54,IHW,direction,30
EWAS54,IHW,refgene.pos,33
EWAS54,IHW,cpg.loc,33
EWAS54,IHW,chr,25
EWAS54,IHW,dhs,43
EWAS54,IHW,probe.type,29
EWAS54,CAMT,sd.b,52
EWAS54,CAMT,sd.m,39
EWAS54,CAMT,mean,26
EWAS54,CAMT,mad,26
EWAS54,CAMT,dip,45
EWAS54,CAMT,precision,57
EWAS54,CAMT,direction,27
EWAS54,CAMT,refgene.pos,39
EWAS54,CAMT,cpg.loc,43
EWAS54,CAMT,chr,47
EWAS54,CAMT,dhs,43
EWAS54,CAMT,probe.type,37
EWAS54,FDRreg,sd.b,28
EWAS54,FDRreg,sd.m,28
EWAS54,FDRreg,mean,28
EWAS54,FDRreg,mad,28
EWAS54,FDRreg,dip,29
EWAS54,FDRreg,precision,28
EWAS54,FDRreg,direction,28
EWAS54,FDRreg,refgene.pos,28
EWAS54,FDRreg,cpg.loc,28
EWAS54,FDRreg,chr,28
EWAS54,FDRreg,dhs,28
EWAS54,FDRreg,probe.type,28
EWAS54,AdaPT,sd.b,0
EWAS54,AdaPT,sd.m,0
EWAS54,AdaPT,mean,0
EWAS54,AdaPT,mad,0
EWAS54,AdaPT,dip,0
EWAS54,AdaPT,precision,0
EWAS54,AdaPT,direction,0
EWAS54,AdaPT,refgene.pos,0
EWAS54,AdaPT,cpg.loc,24
EWAS54,AdaPT,chr,0
EWAS54,AdaPT,dhs,0
EWAS54,AdaPT,probe.type,22
EWAS54,BL,sd.b,32
EWAS54,BL,sd.m,32
EWAS54,BL,mean,32
EWAS54,BL,mad,33
